price,type_local,surface_bati,surface_terrain,date,nb_pieces,type_local_1234
155000.0,Local industriel. commercial ou assimilé,236.0,1.0,16,0,3
228500.0,Appartement,85.0,1.0,41,3,1
127500.0,Appartement,50.0,1.0,24,2,1
648000.0,Appartement,125.0,1.0,36,3,1
90000.0,Appartement,50.0,1.0,38,2,1
108000.0,Appartement,44.0,1.0,44,2,1
70000.0,Appartement,35.0,1.0,30,1,1
435000.0,Local industriel. commercial ou assimilé,242.0,1.0,20,0,3
130240.0,Appartement,53.0,1.0,37,2,1
120000.0,Appartement,56.0,1.0,29,3,1
170340.0,Appartement,38.0,1.0,41,2,1
445000.0,Appartement,218.0,1.0,22,7,1
253500.0,Appartement,68.0,1.0,21,3,1
104000.0,Appartement,57.0,1.0,35,2,1
160000.0,Appartement,70.0,1.0,36,4,1
153555.0,Appartement,67.0,1.0,42,3,1
55000.0,Appartement,40.0,1.0,20,2,1
165000.0,Appartement,72.0,1.0,38,3,1
200000.0,Local industriel. commercial ou assimilé,150.0,1.0,21,0,3
85000.0,Appartement,58.0,1.0,37,3,1
122500.0,Appartement,55.0,1.0,44,3,1
300000.0,Local industriel. commercial ou assimilé,726.0,1.0,29,0,3
298000.0,Appartement,101.0,1.0,38,4,1
95000.0,Appartement,63.0,1.0,41,4,1
84000.0,Appartement,40.0,1.0,35,2,1
70000.0,Appartement,32.0,1.0,44,1,1
90060.0,Appartement,70.0,1.0,38,4,1
307000.0,Appartement,76.0,1.0,37,3,1
95000.0,Appartement,38.0,1.0,43,1,1
70000.0,Appartement,35.0,1.0,21,1,1
143000.0,Local industriel. commercial ou assimilé,40.0,1.0,35,0,3
184000.0,Appartement,86.0,1.0,36,4,1
183200.0,Appartement,72.0,1.0,49,3,1
185800.0,Appartement,72.0,1.0,28,3,1
85500.0,Appartement,32.0,1.0,45,2,1
205000.0,Appartement,24.0,1.0,30,2,1
205000.0,Appartement,16.0,1.0,30,1,1
205000.0,Appartement,16.0,1.0,30,1,1
177000.0,Local industriel. commercial ou assimilé,7.0,1.0,30,0,3
177000.0,Local industriel. commercial ou assimilé,98.0,1.0,30,0,3
177000.0,Local industriel. commercial ou assimilé,7.0,1.0,30,0,3
247500.0,Appartement,52.0,1.0,49,2,1
94000.0,Appartement,68.0,1.0,43,4,1
178200.0,Appartement,70.0,1.0,31,3,1
300000.0,Appartement,85.0,1.0,23,2,1
87500.0,Appartement,25.0,1.0,45,1,1
147700.0,Appartement,50.0,1.0,31,2,1
109200.0,Appartement,43.0,1.0,43,2,1
261790.0,Maison,92.0,332.0,31,4,4
261790.0,Dépendance,0.0,332.0,31,0,2
80000.0,Appartement,38.0,1.0,29,1,1
104500.0,Appartement,41.0,1.0,45,1,1
122500.0,Local industriel. commercial ou assimilé,60.0,1.0,44,0,3
225000.0,Appartement,80.0,1.0,43,2,1
251000.0,Appartement,97.0,1.0,44,4,1
110000.0,Appartement,42.0,1.0,44,3,1
95000.0,Appartement,65.0,1.0,44,3,1
119290.0,Appartement,63.0,1.0,43,4,1
76500.0,Appartement,22.0,1.0,48,1,1
25000.0,Local industriel. commercial ou assimilé,12.0,1.0,48,0,3
110000.0,Appartement,70.0,1.0,52,4,1
161400.0,Appartement,64.0,1.0,52,3,1
100000.0,Appartement,56.0,1.0,42,2,1
138000.0,Appartement,67.0,1.0,55,4,1
115000.0,Appartement,63.0,1.0,55,3,1
61000.0,Appartement,30.0,1.0,27,1,1
740000.0,Local industriel. commercial ou assimilé,424.0,473.0,30,0,3
740000.0,Local industriel. commercial ou assimilé,381.0,473.0,30,0,3
740000.0,Local industriel. commercial ou assimilé,12.0,1.0,30,0,3
740000.0,Local industriel. commercial ou assimilé,12.0,1.0,30,0,3
740000.0,Local industriel. commercial ou assimilé,12.0,1.0,30,0,3
740000.0,Local industriel. commercial ou assimilé,12.0,1.0,30,0,3
740000.0,Local industriel. commercial ou assimilé,12.0,1.0,30,0,3
740000.0,Local industriel. commercial ou assimilé,12.0,1.0,30,0,3
740000.0,Local industriel. commercial ou assimilé,12.0,1.0,30,0,3
740000.0,Local industriel. commercial ou assimilé,12.0,1.0,30,0,3
740000.0,Local industriel. commercial ou assimilé,12.0,1.0,30,0,3
740000.0,Local industriel. commercial ou assimilé,12.0,1.0,30,0,3
204350.0,Appartement,77.0,1.0,37,3,1
288000.0,Appartement,80.0,1.0,29,4,1
40000.0,Local industriel. commercial ou assimilé,24.0,1.0,49,0,3
125000.0,Appartement,29.0,1.0,30,1,1
84000.0,Appartement,29.0,1.0,43,1,1
213200.0,Appartement,66.0,1.0,38,4,1
100000.0,Appartement,35.0,1.0,51,1,1
138050.0,Appartement,75.0,1.0,29,3,1
152900.0,Appartement,55.0,1.0,48,2,1
179000.0,Appartement,84.0,1.0,50,4,1
125000.0,Appartement,101.0,1.0,49,5,1
184860.0,Appartement,81.0,1.0,43,3,1
126000.0,Appartement,38.0,1.0,41,1,1
225000.0,Appartement,65.0,1.0,49,3,1
135800.0,Appartement,45.0,1.0,43,2,1
43750.0,Appartement,75.0,1.0,41,3,1
43750.0,Appartement,75.0,1.0,41,3,1
55000.0,Appartement,56.0,1.0,36,3,1
96000.0,Appartement,69.0,1.0,48,3,1
94000.0,Appartement,50.0,1.0,51,2,1
149000.0,Appartement,48.0,1.0,51,2,1
80000.0,Local industriel. commercial ou assimilé,105.0,1.0,52,0,3
305000.0,Appartement,74.0,1.0,52,4,1
111000.0,Appartement,66.0,1.0,45,4,1
118500.0,Appartement,65.0,1.0,48,3,1
32000.0,Local industriel. commercial ou assimilé,736.0,1.0,34,0,3
137500.0,Appartement,60.0,1.0,35,2,1
104000.0,Appartement,66.0,1.0,35,4,1
155000.0,Appartement,50.0,1.0,30,2,1
44000.0,Appartement,18.0,1.0,35,1,1
102000.0,Local industriel. commercial ou assimilé,80.0,1.0,50,0,3
225000.0,Appartement,77.0,1.0,58,3,1
202060.0,Appartement,75.0,1.0,49,3,1
110010.0,Appartement,56.0,1.0,48,3,1
81000.0,Appartement,39.0,1.0,50,1,1
37000.0,Appartement,14.0,1.0,31,1,1
270000.0,Appartement,63.0,1.0,31,3,1
176300.0,Appartement,66.0,1.0,31,4,1
147760.0,Appartement,39.0,1.0,37,1,1
87000.0,Appartement,36.0,1.0,37,1,1
551640.0,Appartement,109.0,1.0,30,4,1
105000.0,Appartement,60.0,1.0,35,3,1
89300.0,Appartement,28.0,1.0,35,1,1
67000.0,Appartement,21.0,1.0,30,1,1
62500.0,Appartement,38.0,1.0,34,1,1
175000.0,Appartement,43.0,1.0,37,1,1
175000.0,Appartement,67.0,1.0,37,2,1
263150.0,Appartement,87.0,1.0,55,4,1
307000.0,Appartement,132.0,1.0,55,1,1
71000.0,Appartement,40.0,1.0,49,1,1
245320.0,Appartement,129.0,1.0,17,4,1
102000.0,Appartement,53.0,1.0,55,3,1
160000.0,Appartement,23.0,1.0,56,1,1
160000.0,Appartement,16.0,1.0,56,1,1
160000.0,Appartement,16.0,1.0,56,1,1
118000.0,Appartement,55.0,1.0,16,2,1
140000.0,Appartement,43.0,1.0,59,1,1
55000.0,Appartement,56.0,1.0,28,3,1
139500.0,Appartement,68.0,1.0,37,3,1
80000.0,Appartement,53.0,1.0,59,3,1
255000.0,Appartement,93.0,1.0,50,5,1
260000.0,Appartement,80.0,1.0,49,3,1
155000.0,Appartement,67.0,1.0,42,3,1
386000.0,Appartement,93.0,1.0,48,4,1
105000.0,Appartement,79.0,1.0,45,4,1
125000.0,Appartement,25.0,1.0,49,2,1
120000.0,Appartement,59.0,1.0,45,4,1
189500.0,Appartement,50.0,1.0,41,2,1
190000.0,Appartement,90.0,1.0,37,2,1
133700.0,Appartement,56.0,1.0,52,3,1
105000.0,Appartement,63.0,1.0,41,2,1
105000.0,Appartement,73.0,1.0,41,3,1
99500.0,Appartement,45.0,1.0,52,2,1
293314.0,Appartement,88.0,1.0,42,4,1
89000.0,Appartement,68.0,1.0,38,4,1
161400.0,Appartement,72.0,1.0,52,5,1
70500.0,Appartement,25.0,1.0,59,1,1
255000.0,Appartement,84.0,1.0,55,4,1
90000.0,Appartement,56.0,1.0,38,3,1
520000.0,Appartement,57.0,1.0,51,4,1
206350.0,Appartement,73.0,1.0,55,2,1
74400.0,Local industriel. commercial ou assimilé,19.0,1.0,37,0,3
76318.0,Local industriel. commercial ou assimilé,19.0,1.0,37,0,3
210200.0,Appartement,119.0,1.0,41,5,1
107000.0,Appartement,66.0,1.0,59,4,1
93477.0,Appartement,90.0,1.0,36,4,1
219150.0,Appartement,89.0,1.0,55,3,1
199621.61,Appartement,130.0,1.0,36,4,1
76000.0,Appartement,25.0,1.0,51,1,1
113000.0,Appartement,63.0,1.0,50,4,1
152000.0,Appartement,53.0,1.0,59,2,1
38550.0,Appartement,52.0,1.0,59,2,1
242000.0,Appartement,53.0,1.0,45,3,1
308500.0,Appartement,76.0,1.0,56,3,1
80000.0,Appartement,36.0,1.0,58,2,1
87170.0,Appartement,52.0,1.0,30,2,1
75000.0,Appartement,38.0,1.0,44,1,1
256900.0,Appartement,74.0,1.0,31,3,1
85000.0,Local industriel. commercial ou assimilé,49.0,1.0,44,0,3
62000.0,Appartement,36.0,1.0,64,1,1
97200.0,Appartement,58.0,1.0,37,3,1
187000.0,Appartement,95.0,1.0,59,4,1
86500.0,Appartement,28.0,1.0,51,1,1
130000.0,Appartement,69.0,1.0,42,4,1
255000.0,Appartement,101.0,1.0,56,4,1
137700.0,Appartement,68.0,1.0,55,4,1
11300.0,Appartement,80.0,1.0,43,4,1
96700.0,Appartement,37.0,1.0,52,1,1
72000.0,Appartement,67.0,1.0,59,3,1
500.0,Appartement,90.0,1.0,63,4,1
160000.0,Appartement,101.0,1.0,51,5,1
77960.0,Local industriel. commercial ou assimilé,18.0,1.0,56,0,3
174000.0,Appartement,119.0,1.0,45,5,1
65000.0,Appartement,24.0,1.0,51,1,1
146400.0,Appartement,85.0,1.0,51,4,1
180000.0,Appartement,66.0,1.0,56,3,1
214700.0,Appartement,83.0,1.0,48,4,1
146000.0,Appartement,81.0,1.0,62,5,1
142400.0,Appartement,53.0,1.0,48,2,1
136890.0,Appartement,55.0,1.0,59,3,1
154000.0,Appartement,65.0,1.0,57,3,1
96000.0,Appartement,53.0,1.0,57,2,1
227300.0,Appartement,85.0,1.0,50,3,1
145000.0,Appartement,66.0,1.0,63,3,1
175000.0,Appartement,66.0,1.0,56,4,1
324702.0,Appartement,108.0,1.0,52,4,1
103500.0,Appartement,51.0,1.0,36,2,1
49840.0,Appartement,24.0,1.0,52,1,1
121500.0,Appartement,47.0,1.0,43,2,1
357000.0,Dépendance,0.0,135.0,52,0,2
357000.0,Local industriel. commercial ou assimilé,95.0,135.0,52,0,3
357000.0,Appartement,75.0,135.0,52,3,1
357000.0,Appartement,25.0,135.0,52,1,1
219000.0,Appartement,77.0,1.0,63,4,1
254350.0,Appartement,104.0,1.0,49,5,1
55000.0,Appartement,16.0,1.0,50,1,1
6993792.0,Local industriel. commercial ou assimilé,7692.0,22017.0,51,0,3
85000.0,Appartement,50.0,1.0,70,2,1
241100.0,Appartement,73.0,1.0,45,1,1
150000.0,Appartement,60.0,1.0,49,1,1
145000.0,Appartement,56.0,1.0,59,2,1
226555.0,Appartement,71.0,1.0,45,2,1
297000.0,Appartement,99.0,1.0,50,5,1
76000.0,Appartement,33.0,1.0,62,1,1
85000.0,Appartement,52.0,1.0,63,3,1
175000.0,Appartement,81.0,1.0,50,4,1
249680.0,Appartement,80.0,1.0,58,2,1
117450.0,Appartement,39.0,1.0,56,1,1
130000.0,Appartement,57.0,1.0,49,2,1
125000.0,Local industriel. commercial ou assimilé,97.0,1.0,63,0,3
327000.0,Appartement,100.0,1.0,51,4,1
193000.0,Appartement,83.0,1.0,63,3,1
85000.0,Appartement,42.0,1.0,71,2,1
386300.0,Appartement,134.0,1.0,65,5,1
386300.0,Appartement,15.0,1.0,65,0,1
256500.0,Appartement,114.0,1.0,30,4,1
63000.0,Appartement,30.0,1.0,73,1,1
475800.0,Appartement,115.0,1.0,69,5,1
42000.0,Appartement,30.0,1.0,69,1,1
125000.0,Appartement,32.0,1.0,64,2,1
125000.0,Appartement,60.0,1.0,64,3,1
125000.0,Local industriel. commercial ou assimilé,40.0,1.0,64,0,3
125000.0,Appartement,78.0,1.0,64,4,1
347500.0,Appartement,94.0,1.0,64,4,1
160000.0,Appartement,61.0,1.0,64,2,1
53000.0,Appartement,18.0,1.0,66,1,1
101950.0,Appartement,43.0,1.0,69,2,1
196000.0,Appartement,62.0,1.0,71,3,1
85000.0,Appartement,41.0,1.0,49,2,1
136000.0,Appartement,67.0,1.0,55,4,1
76000.0,Appartement,21.0,1.0,52,1,1
116750.0,Appartement,42.0,1.0,56,1,1
128500.0,Appartement,58.0,1.0,48,2,1
41000.0,Appartement,13.0,1.0,50,1,1
231100.0,Appartement,74.0,1.0,56,3,1
281500.0,Appartement,118.0,1.0,73,4,1
341700.0,Appartement,113.0,1.0,71,4,1
114000.0,Appartement,46.0,1.0,50,2,1
140050.0,Appartement,55.0,1.0,65,2,1
125000.0,Appartement,35.0,1.0,57,2,1
330700.0,Appartement,129.0,1.0,66,3,1
180000.0,Appartement,85.0,1.0,69,4,1
107000.0,Appartement,46.0,1.0,64,2,1
125000.0,Appartement,46.0,1.0,51,2,1
55000.0,Appartement,17.0,1.0,44,1,1
230450.0,Appartement,86.0,1.0,70,4,1
54850.0,Local industriel. commercial ou assimilé,15.0,1.0,59,0,3
50000.0,Appartement,33.0,1.0,56,1,1
163000.0,Appartement,55.0,1.0,73,3,1
186000.0,Appartement,100.0,1.0,56,4,1
150000.0,Local industriel. commercial ou assimilé,152.0,1.0,66,0,3
53000.0,Local industriel. commercial ou assimilé,95.0,1.0,62,0,3
95555.0,Appartement,45.0,1.0,70,2,1
107500.0,Appartement,47.0,1.0,72,2,1
240000.0,Local industriel. commercial ou assimilé,100.0,1.0,52,0,3
240000.0,Local industriel. commercial ou assimilé,300.0,1.0,52,0,3
90000.0,Appartement,46.0,1.0,70,2,1
138000.0,Local industriel. commercial ou assimilé,77.0,1.0,72,0,3
72580.0,Appartement,30.0,1.0,69,1,1
201100.0,Appartement,67.0,1.0,66,2,1
110000.0,Maison,54.0,1.0,63,2,4
273150.0,Appartement,83.0,1.0,64,4,1
140000.0,Appartement,61.0,1.0,58,4,1
195700.0,Appartement,89.0,1.0,55,4,1
222000.0,Appartement,79.0,1.0,69,3,1
275500.0,Local industriel. commercial ou assimilé,65.0,80.0,70,0,3
275500.0,Appartement,43.0,80.0,70,2,1
275500.0,Appartement,43.0,80.0,70,2,1
325470.0,Appartement,110.0,1.0,70,4,1
52610.0,Appartement,16.0,1.0,59,1,1
225000.0,Appartement,67.0,1.0,50,4,1
147150.0,Appartement,66.0,1.0,72,3,1
67000.0,Appartement,18.0,1.0,58,1,1
259200.0,Appartement,87.0,1.0,73,4,1
130000.0,Appartement,54.0,1.0,71,2,1
100700.0,Appartement,30.0,1.0,71,1,1
399000.0,Appartement,95.0,1.0,72,4,1
61400.0,Appartement,26.0,1.0,70,1,1
79000.0,Appartement,34.0,1.0,72,1,1
327010.0,Appartement,110.0,1.0,55,4,1
249000.0,Appartement,97.0,1.0,72,4,1
116360.0,Appartement,84.0,1.0,63,5,1
113000.0,Appartement,49.0,1.0,63,3,1
214775.0,Appartement,85.0,1.0,66,3,1
84500.0,Appartement,56.0,1.0,52,3,1
41500.0,Appartement,10.0,1.0,66,1,1
81000.0,Appartement,18.0,1.0,52,1,1
102500.0,Appartement,39.0,1.0,76,2,1
102500.0,Appartement,29.0,1.0,76,1,1
150000.0,Appartement,63.0,1.0,80,3,1
100500.0,Appartement,35.0,1.0,71,1,1
191000.0,Appartement,53.0,1.0,77,2,1
321700.0,Appartement,96.0,1.0,59,4,1
124000.0,Appartement,75.0,1.0,72,2,1
102000.0,Appartement,62.0,1.0,52,4,1
129000.0,Appartement,44.0,1.0,51,3,1
48500.0,Appartement,14.0,1.0,80,1,1
106750.0,Appartement,30.0,1.0,63,2,1
95000.0,Appartement,36.0,1.0,73,2,1
100.0,Dépendance,0.0,4259.0,76,0,2
100.0,Maison,120.0,4259.0,76,5,4
100.0,Dépendance,0.0,4259.0,76,0,2
834600.0,Maison,120.0,4259.0,76,5,4
834600.0,Dépendance,0.0,4259.0,76,0,2
834600.0,Dépendance,0.0,4259.0,76,0,2
100000.0,Appartement,45.0,1.0,76,2,1
88000.0,Appartement,45.0,1.0,70,2,1
145500.0,Appartement,56.0,1.0,71,3,1
100000.0,Appartement,49.0,1.0,52,1,1
265000.0,Appartement,111.0,1.0,65,4,1
342000.0,Appartement,250.0,1.0,58,6,1
7500.0,Appartement,38.0,1.0,65,1,1
104922.0,Appartement,57.0,1.0,58,2,1
198500.0,Appartement,72.0,1.0,65,3,1
365000.0,Maison,89.0,326.0,58,3,4
205710.0,Appartement,85.0,1.0,49,3,1
195000.0,Appartement,101.0,1.0,77,4,1
126000.0,Local industriel. commercial ou assimilé,80.0,1.0,79,0,3
75000.0,Local industriel. commercial ou assimilé,60.0,1.0,72,0,3
145000.0,Local industriel. commercial ou assimilé,230.0,377.0,85,0,3
325000.0,Appartement,132.0,1.0,69,4,1
142000.0,Appartement,75.0,1.0,66,3,1
88600.0,Appartement,47.0,1.0,83,2,1
260000.0,Maison,62.0,510.0,83,4,4
87885.0,Appartement,63.0,1.0,71,3,1
105000.0,Appartement,44.0,1.0,80,2,1
193000.0,Appartement,60.0,1.0,80,2,1
193000.0,Appartement,22.0,1.0,80,1,1
120000.0,Appartement,46.0,1.0,80,2,1
123000.0,Appartement,101.0,1.0,80,5,1
198420.0,Appartement,79.0,1.0,71,3,1
59100.0,Appartement,13.0,1.0,64,1,1
213610.0,Appartement,60.0,1.0,64,2,1
109000.0,Appartement,46.0,1.0,76,2,1
227000.0,Appartement,80.0,1.0,78,3,1
88000.0,Appartement,67.0,1.0,73,4,1
100000.0,Appartement,40.0,1.0,83,2,1
70000.0,Appartement,17.0,1.0,66,1,1
138000.0,Appartement,34.0,1.0,64,1,1
68000.0,Appartement,40.0,1.0,65,2,1
96500.0,Appartement,49.0,1.0,70,2,1
140000.0,Appartement,51.0,1.0,77,2,1
112000.0,Appartement,62.0,1.0,76,2,1
37000.0,Appartement,28.0,1.0,78,1,1
105000.0,Appartement,75.0,1.0,66,3,1
478000.0,Appartement,112.0,1.0,86,5,1
88000.0,Appartement,52.0,1.0,71,2,1
219000.0,Appartement,75.0,1.0,78,3,1
132000.0,Appartement,21.0,1.0,78,1,1
132000.0,Appartement,18.0,1.0,78,1,1
128000.0,Appartement,31.0,1.0,77,1,1
128000.0,Appartement,30.0,1.0,77,1,1
121100.0,Appartement,28.0,1.0,72,1,1
170000.0,Local industriel. commercial ou assimilé,46.0,1.0,79,0,3
220500.0,Appartement,129.0,1.0,76,5,1
231800.0,Appartement,87.0,1.0,73,3,1
106000.0,Appartement,68.0,1.0,24,4,1
116000.0,Appartement,44.0,1.0,73,2,1
48000.0,Appartement,12.0,1.0,70,1,1
89000.0,Appartement,58.0,1.0,72,2,1
68000.0,Appartement,25.0,1.0,79,1,1
151450.0,Appartement,60.0,1.0,73,3,1
137000.0,Appartement,57.0,1.0,87,3,1
130000.0,Appartement,60.0,1.0,84,3,1
60000.0,Local industriel. commercial ou assimilé,46.0,1.0,77,0,3
388000.0,Appartement,97.0,1.0,79,3,1
165000.0,Appartement,75.0,1.0,76,3,1
122000.0,Appartement,84.0,1.0,78,5,1
174000.0,Appartement,32.0,1.0,87,2,1
625000.0,Appartement,45.0,247.0,83,2,1
625000.0,Appartement,18.0,247.0,83,1,1
625000.0,Appartement,15.0,247.0,83,1,1
625000.0,Appartement,26.0,247.0,83,1,1
625000.0,Appartement,35.0,247.0,83,2,1
625000.0,Appartement,45.0,247.0,83,2,1
625000.0,Appartement,20.0,247.0,83,1,1
70000.0,Appartement,21.0,1.0,85,1,1
204610.0,Appartement,60.0,1.0,77,2,1
204610.0,Local industriel. commercial ou assimilé,40.0,1.0,77,0,3
135000.0,Local industriel. commercial ou assimilé,24.0,1.0,38,0,3
135000.0,Appartement,21.0,1.0,38,1,1
90000.0,Appartement,18.0,1.0,70,1,1
290000.0,Appartement,94.0,1.0,77,4,1
341000.0,Appartement,122.0,1.0,77,4,1
168600.0,Appartement,57.0,1.0,57,3,1
57000.0,Appartement,38.0,1.0,70,1,1
105450.0,Appartement,49.0,1.0,85,3,1
52000.0,Appartement,68.0,1.0,83,3,1
82070.0,Appartement,68.0,1.0,84,3,1
141650.0,Appartement,50.0,1.0,80,2,1
69400.0,Appartement,25.0,1.0,72,1,1
165230.0,Appartement,64.0,1.0,83,3,1
455550.0,Appartement,110.0,1.0,86,4,1
138000.0,Appartement,42.0,1.0,70,2,1
87000.0,Appartement,34.0,1.0,85,1,1
177000.0,Appartement,95.0,1.0,76,3,1
236550.0,Appartement,129.0,1.0,86,4,1
87000.0,Appartement,89.0,1.0,80,5,1
42000.0,Appartement,15.0,1.0,76,1,1
100000.0,Appartement,51.0,1.0,90,2,1
80000.0,Appartement,43.0,1.0,79,2,1
129150.0,Local industriel. commercial ou assimilé,11.0,1.0,85,0,3
129150.0,Appartement,38.0,1.0,85,2,1
196375.0,Appartement,61.0,1.0,84,2,1
209000.0,Appartement,112.0,1.0,85,3,1
291800.0,Appartement,120.0,1.0,84,5,1
120000.0,Appartement,48.0,1.0,83,2,1
120000.0,Appartement,72.0,1.0,70,3,1
140000.0,Appartement,72.0,1.0,83,3,1
213150.0,Appartement,100.0,1.0,84,4,1
221000.0,Dépendance,0.0,572.0,79,0,2
221000.0,Dépendance,0.0,572.0,79,0,2
221000.0,Appartement,50.0,572.0,79,2,1
221000.0,Appartement,50.0,572.0,79,2,1
182000.0,Appartement,90.0,1.0,79,4,1
162000.0,Appartement,65.0,1.0,93,3,1
72000.0,Appartement,22.0,1.0,92,1,1
42160.3,Appartement,68.0,1.0,94,3,1
105000.0,Appartement,64.0,1.0,78,3,1
170000.0,Local industriel. commercial ou assimilé,60.0,1.0,79,0,3
281500.0,Appartement,95.0,1.0,71,4,1
88200.0,Appartement,60.0,1.0,72,3,1
95500.0,Appartement,33.0,1.0,83,2,1
231500.0,Appartement,87.0,1.0,85,4,1
300000.0,Appartement,141.0,1.0,72,4,1
197382.0,Appartement,58.0,1.0,80,2,1
54000.0,Appartement,18.0,1.0,86,1,1
70000.0,Local industriel. commercial ou assimilé,116.0,1.0,83,0,3
75600.0,Appartement,48.0,1.0,79,2,1
70000.0,Appartement,28.0,1.0,87,1,1
54500.0,Appartement,17.0,1.0,87,1,1
157000.0,Appartement,70.0,1.0,83,3,1
313500.0,Local industriel. commercial ou assimilé,102.0,1.0,90,0,3
130000.0,Local industriel. commercial ou assimilé,100.0,1.0,78,0,3
310000.0,Appartement,96.0,1.0,86,5,1
131000.0,Appartement,59.0,1.0,94,2,1
97000.0,Appartement,36.0,1.0,87,2,1
44000.0,Appartement,20.0,1.0,85,1,1
55500.0,Appartement,35.0,1.0,87,2,1
77000.0,Appartement,33.0,1.0,90,2,1
130000.0,Appartement,58.0,1.0,80,3,1
185000.0,Appartement,81.0,1.0,86,3,1
165000.0,Appartement,89.0,1.0,73,4,1
73400.0,Appartement,49.0,1.0,87,3,1
70000.0,Appartement,37.0,1.0,94,2,1
315000.0,Appartement,130.0,1.0,77,4,1
247540.0,Appartement,74.0,1.0,97,3,1
27500.0,Local industriel. commercial ou assimilé,13.0,1.0,83,0,3
78000.0,Appartement,22.0,1.0,98,1,1
50000.0,Appartement,49.0,1.0,79,2,1
215060.0,Appartement,90.0,1.0,93,4,1
71000.0,Local industriel. commercial ou assimilé,34.0,1.0,98,0,3
47000.0,Appartement,18.0,1.0,76,3,1
700000.0,Appartement,65.0,1.0,93,3,1
700000.0,Appartement,60.0,1.0,93,3,1
126500.0,Appartement,32.0,1.0,45,1,1
210000.0,Appartement,91.0,1.0,98,4,1
107000.0,Appartement,67.0,1.0,99,4,1
139000.0,Appartement,99.0,1.0,83,5,1
98000.0,Appartement,47.0,1.0,101,2,1
150000.0,Appartement,85.0,1.0,77,3,1
204250.0,Appartement,67.0,1.0,85,3,1
102700.0,Appartement,34.0,1.0,80,2,1
412000.0,Appartement,117.0,1.0,83,5,1
66866.25,Appartement,18.0,1.0,91,1,1
145000.0,Appartement,61.0,1.0,94,3,1
82000.0,Appartement,62.0,1.0,93,4,1
174000.0,Appartement,46.0,1.0,94,2,1
78120.0,Dépendance,0.0,310.0,90,0,2
78120.0,Dépendance,0.0,310.0,90,0,2
78120.0,Dépendance,0.0,310.0,90,0,2
78120.0,Dépendance,0.0,310.0,90,0,2
78120.0,Dépendance,0.0,310.0,90,0,2
78120.0,Dépendance,0.0,310.0,90,0,2
78120.0,Dépendance,0.0,310.0,90,0,2
78120.0,Dépendance,0.0,310.0,90,0,2
78120.0,Dépendance,0.0,310.0,90,0,2
78120.0,Dépendance,0.0,310.0,90,0,2
78120.0,Dépendance,0.0,310.0,90,0,2
78120.0,Dépendance,0.0,310.0,90,0,2
78120.0,Dépendance,0.0,310.0,90,0,2
78120.0,Dépendance,0.0,310.0,90,0,2
78120.0,Appartement,60.0,310.0,90,3,1
78120.0,Appartement,59.0,310.0,90,3,1
78120.0,Appartement,60.0,310.0,90,3,1
78120.0,Appartement,59.0,310.0,90,3,1
78120.0,Appartement,59.0,310.0,90,3,1
78120.0,Appartement,60.0,310.0,90,3,1
78120.0,Appartement,60.0,310.0,90,3,1
78120.0,Appartement,59.0,310.0,90,3,1
78120.0,Appartement,59.0,310.0,90,3,1
78120.0,Appartement,60.0,310.0,90,3,1
78120.0,Appartement,60.0,310.0,90,3,1
78120.0,Appartement,60.0,310.0,90,3,1
78120.0,Appartement,59.0,310.0,90,3,1
78120.0,Appartement,60.0,310.0,90,3,1
78120.0,Appartement,59.0,310.0,90,3,1
78120.0,Appartement,60.0,310.0,90,3,1
78120.0,Dépendance,0.0,310.0,90,0,2
78120.0,Dépendance,0.0,310.0,90,0,2
78120.0,Dépendance,0.0,311.0,90,0,2
78120.0,Dépendance,0.0,311.0,90,0,2
78120.0,Dépendance,0.0,311.0,90,0,2
78120.0,Dépendance,0.0,311.0,90,0,2
78120.0,Dépendance,0.0,311.0,90,0,2
78120.0,Dépendance,0.0,311.0,90,0,2
78120.0,Dépendance,0.0,311.0,90,0,2
78120.0,Dépendance,0.0,311.0,90,0,2
78120.0,Dépendance,0.0,311.0,90,0,2
78120.0,Dépendance,0.0,311.0,90,0,2
78120.0,Dépendance,0.0,311.0,90,0,2
78120.0,Dépendance,0.0,311.0,90,0,2
78120.0,Dépendance,0.0,311.0,90,0,2
78120.0,Dépendance,0.0,311.0,90,0,2
78120.0,Dépendance,0.0,311.0,90,0,2
78120.0,Dépendance,0.0,311.0,90,0,2
78120.0,Appartement,59.0,311.0,90,3,1
78120.0,Appartement,59.0,311.0,90,3,1
78120.0,Appartement,59.0,311.0,90,3,1
78120.0,Appartement,59.0,311.0,90,3,1
78120.0,Appartement,59.0,311.0,90,3,1
78120.0,Appartement,59.0,311.0,90,3,1
78120.0,Appartement,59.0,311.0,90,3,1
78120.0,Appartement,59.0,311.0,90,3,1
78120.0,Appartement,59.0,311.0,90,3,1
78120.0,Appartement,59.0,311.0,90,3,1
78120.0,Appartement,59.0,311.0,90,3,1
78120.0,Appartement,60.0,311.0,90,3,1
78120.0,Appartement,59.0,311.0,90,3,1
78120.0,Appartement,59.0,311.0,90,3,1
78120.0,Appartement,59.0,311.0,90,3,1
78120.0,Appartement,59.0,311.0,90,3,1
30000.0,Maison,60.0,1.0,92,3,4
190000.0,Appartement,56.0,1.0,84,2,1
168000.0,Appartement,133.0,1.0,97,6,1
105500.0,Appartement,42.0,1.0,83,2,1
88000.0,Appartement,49.0,1.0,73,3,1
